step,avg_reward,best_reward,episodes_completed,policy_loss,value_loss,entropy,kl,test_reward_0,test_reward_1,test_reward_2,test_reward_3,test_reward_4,test_avg_reward,test_std_reward
1000,0.0,0.0,0,-0.0011741519010683987,0.031802050973055884,2.0766482576727867,0.0003687275647621391,,,,,,,
2000,7.825718141507615,7.825718141507615,1,-0.001020082503600861,0.03408409995608963,2.076672151684761,0.00023276826095752767,,,,,,,
3000,7.420551378446115,7.825718141507615,2,-0.0005657917936332524,0.05163096758769825,2.0768029168248177,0.00012966571193828713,,,,,,,
4000,7.420551378446115,7.825718141507615,2,-0.0005780616338597611,0.03658941903267987,2.076598398387432,0.00012036935396508852,,,,,,,
5000,6.329750301680126,7.825718141507615,3,-0.0020824264211114496,0.000549527211660461,2.076223962008953,-9.588290937756483e-05,,,,,,,
6000,6.516430373318919,7.825718141507615,4,-0.0012839392584282905,0.0522635062225163,2.075962655246258,-1.0331489022519236e-05,,,,,,,
7000,6.516430373318919,7.825718141507615,4,-0.0005860728851985186,0.02622369531309232,2.0758257880806923,2.9168416517677542e-05,,,,,,,
8000,6.516430373318919,7.825718141507615,4,-0.00018573229317553341,0.029519171657739207,2.075718015432358,0.00016058380117556226,,,,,,,
9000,6.669493505004342,7.825718141507615,5,-0.0008174246504495386,0.0006577132025995525,2.0757747292518616,0.00020736211808980443,,,,,,,
10000,6.669493505004342,7.825718141507615,5,0.00044793743290938437,0.053838525811443105,2.076007664203644,0.00015922089301056985,,,,,,,
11000,6.741800143059173,7.825718141507615,6,-0.0005403820396168157,0.0008591087753302418,2.0761316642165184,0.00011730153533306975,,,,,,,
12000,6.741800143059173,7.825718141507615,6,-0.0007212402997538447,0.07217609940562397,2.075748138129711,-0.0001786936937264727,,,,,,,
13000,7.246918992641018,7.825718141507615,7,-0.0006943326588952914,0.048721506231231615,2.075397305190563,9.51490570741953e-05,,,,,,,
14000,7.246918992641018,7.825718141507615,7,-0.0004694054296123795,0.009213199414261908,2.075071282684803,0.0001268948064421238,,,,,,,
15000,8.507039862836109,8.507039862836109,8,-0.0008690725371707231,0.049186543794348836,2.075010046362877,0.00010112035829479282,,,,,,,
16000,8.507039862836109,8.507039862836109,8,-0.0009424756462976802,0.06145668524550274,2.0746272280812263,0.00011381641184016189,,,,,,,
17000,8.42424221525302,8.507039862836109,9,-0.0012440674763638526,0.0017538311103635351,2.0741255283355713,0.00011668479191939696,,,,,,,
18000,8.42424221525302,8.507039862836109,9,-0.0011556408135220408,0.024789634815533645,2.0734706223011017,0.00013523960518568856,,,,,,,
19000,8.234696959650162,8.507039862836109,10,-0.0011766810494009405,0.05105788231594488,2.072149880230427,0.00010257879563368988,,,,,,,
20000,8.234696959650162,8.507039862836109,10,-0.0013260622072266415,0.0009491147193330107,2.071219839155674,-1.4235372418625047e-06,,,,,,,
21000,8.234696959650162,8.507039862836109,10,-0.0010544563119765371,0.000794532333202369,2.0714297145605087,3.581837609090144e-05,,,,,,,
22000,7.8271251454994015,8.507039862836109,11,-0.0008123570878524333,0.025726344814756885,2.0703433454036713,4.038731321998057e-05,,,,,,,
23000,7.807531128405382,8.507039862836109,12,-0.0014443878026213497,0.07418205752037466,2.0690643340349197,-0.00020552780592453246,,,,,,,
24000,9.535811551685805,9.535811551685805,13,-0.0010609830351313576,0.09352459805086255,2.0665100663900375,0.0001698931112059654,,,,,,,
25000,9.535811551685805,9.535811551685805,13,-0.002017586273723282,0.003550667031959165,2.0633277371525764,0.0008819620054509869,,,,,,,
26000,9.535811551685805,9.535811551685805,13,-0.0015585117507725954,0.0015815603201190243,2.062868505716324,0.00023158016620072885,,,,,,,
27000,8.828164492862276,9.535811551685805,14,-0.000980434677330777,0.0013667712009919342,2.063745155930519,-3.257783657772961e-05,,,,,,,
28000,8.099989889687674,9.535811551685805,15,-9.887618944048882e-05,0.03595110191963613,2.063315123319626,8.227547309758165e-05,,,,,,,
29000,8.525050162072493,9.535811551685805,16,-0.0004847054588026367,0.05259761121124029,2.0652942806482315,-1.2775829191014054e-05,,,,,,,
30000,8.525050162072493,9.535811551685805,16,-0.0004297578353771314,0.02589330835326109,2.0650606527924538,0.00010761341957277182,,,,,,,
31000,7.847286953059282,9.535811551685805,17,-0.0011258666054345667,0.0010383588905824581,2.0657175928354263,-9.285109837264827e-05,,,,,,,
32000,6.946607914748664,9.535811551685805,18,-0.0010772534005809575,0.07220308668911457,2.0660259649157524,-1.0284251800385391e-05,,,,,,,
33000,6.946607914748664,9.535811551685805,18,-0.001655099622439593,0.001400198560077115,2.066287413239479,5.0637516437745944e-05,,,,,,,
34000,6.528216084884742,9.535811551685805,19,-3.1866278732195497e-05,0.026231814408674836,2.068366155028343,7.804130746080773e-07,,,,,,,
35000,6.225337118962299,9.535811551685805,20,-0.0008207991777453572,0.025466096471063793,2.0686764046549797,-2.1194173768890323e-05,,,,,,,
36000,6.225337118962299,9.535811551685805,20,-0.0013122069067321718,0.0009586557607690338,2.0691962838172913,8.628351361039677e-05,,,,,,,
37000,5.850337118962299,9.535811551685805,21,-0.0021012354409322143,0.0009969672664738027,2.0681057423353195,-0.0005469257459935761,,,,,,,
38000,5.168392674517855,9.535811551685805,22,-0.0010653898934833705,0.032788666227133945,2.069396212697029,0.00024669136132615677,,,,,,,
39000,5.168392674517855,9.535811551685805,22,-0.0011746498494176194,0.04858964710729197,2.069301314651966,-0.00026064777966894326,,,,,,,
40000,5.168392674517855,9.535811551685805,22,-0.0006443992747335869,0.05572428948653396,2.06861824542284,-1.9918543785024667e-05,,,,,,,
41000,4.867311783186963,9.535811551685805,23,-0.0013860724175174255,0.02331225576926954,2.068967193365097,0.00031354083810697375,,,,,,,
42000,5.202213743971277,9.535811551685805,24,-0.0014372125297086313,0.0014997986236267025,2.0675461813807487,0.00010278910292527144,,,,,,,
43000,5.202213743971277,9.535811551685805,24,-0.0016096885738079436,0.0360619742423296,2.0678970366716385,-4.7746993686814676e-05,,,,,,,
44000,5.617598359355893,9.535811551685805,25,-0.00023646827321499586,0.0250922526101931,2.0668408274650574,-0.00021931515414053138,,,,,,,
45000,5.617598359355893,9.535811551685805,25,-0.0003750415635295212,0.02575015916954726,2.0655685663223267,0.0002926705910226701,,,,,,,
46000,5.863432823813182,9.535811551685805,26,-0.0017607462286832742,0.04601356809143908,2.0652433410286903,-0.0001778695850589429,,,,,,,
47000,5.863432823813182,9.535811551685805,26,-0.001385954866236716,0.02461585345736239,2.0620001927018166,-0.00039426340904924473,,,,,,,
48000,6.233045226913957,9.535811551685805,27,-0.00159541261382401,0.028955788366147317,2.0614322870969772,-0.0001734965971991187,,,,,,,
49000,5.771918103116045,9.535811551685805,28,-0.0015226963587338105,0.02874097813037224,2.0611409544944763,0.0003732987227067497,,,,,,,
50000,5.771918103116045,9.535811551685805,28,-0.0010265552555210888,0.0010267233246850083,2.061751402914524,-0.00023872840120020555,,,,,,,
51000,5.771918103116045,9.535811551685805,28,-0.0043539149046409875,0.049825807742308825,2.060658849775791,-0.0005794938417693629,,,,,,,
52000,6.11599789248965,9.535811551685805,29,-0.0020121394481975585,0.0015784314364282181,2.058022864162922,0.00011743631375793484,,,,,,,
53000,6.11599789248965,9.535811551685805,29,-0.0018242390360683203,0.04601287853438407,2.0588001161813736,-1.4600593885916169e-05,,,,,,,
54000,6.434113834518636,9.535811551685805,30,-0.0020650044025387615,0.0016190210662898608,2.058817632496357,-2.5016745894390624e-05,,,,,,,
55000,6.434113834518636,9.535811551685805,30,-0.001724969967654033,0.07572046970017254,2.06072024255991,2.577633210876229e-05,,,,,,,
56000,7.504083804488607,9.535811551685805,31,-0.000850842654472217,0.0023364261323877145,2.0624402835965157,6.105687987201236e-05,,,,,,,
57000,7.854083804488607,9.535811551685805,32,-0.0006234126340132207,0.024750498734647408,2.062040813267231,-0.00016578122313148924,,,,,,,
58000,7.854083804488607,9.535811551685805,32,-0.0010311838996130973,0.0013384478679654421,2.065105453133583,6.867240517749451e-05,,,,,,,
59000,6.012069457724261,9.535811551685805,33,-0.001754857978085056,0.0008717412547412096,2.067006900906563,4.41029924331815e-05,,,,,,,
60000,6.018834163606613,9.535811551685805,34,-0.00044988946137891617,0.02405206367257051,2.06906571239233,8.8281192802242e-05,,,,,,,
